Boxer,Date,Purse,lnRPurse,weight,Age,Wins,Losses,KO,W-Title,PPV,RDS
"Mosley, Shane",2015.08.29,500000.0,13.1564559875445,159.8,44.9166666666667,47,9,39,0,0,12
"Mayorga, Ricardo",2015.08.29,200000.0,12.2401652556703,165.4,42.4166666666667,31,8,25,0,0,12
"Herrera, Thomas A.",2015.09.04,3000.0,8.0404601777904,130.4,30.3333333333333,4,13,1,0,0,6
"Delgado, Ivan",2015.09.04,3500.0,8.19461085761766,130.6,25.1666666666667,6,0,2,0,0,6
"Ruiz, Jesus M.",2015.09.04,10000.0,9.24443298211633,121.6,25.6666666666667,34,6,23,0,0,10
"De La Hoya, Diego",2015.09.04,17000.0,9.7750612331785,122.0,21.0833333333333,11,0,7,0,0,10
"Lizarraga, Luis Jnr",2015.09.04,3500.0,8.19461085761766,131.4,22.1666666666667,5,5,2,0,0,6
"Gonzalez, Christian",2015.09.04,4000.0,8.32814225024218,131.0,19.9166666666667,10,0,9,0,0,6
"Navarro, Jonathan",2015.09.04,4000.0,8.32814225024218,140.2,19.0833333333333,1,0,1,0,0,4
"Rodriguez, Adrian",2015.09.04,2500.0,7.85813862099644,122.0,28.4166666666667,1,6,0,0,0,6
"Gramajo, Rafael",2015.09.04,3000.0,8.0404601777904,121.6,25.5833333333333,4,1,2,0,0,6
"Lopes, Everton",2015.09.04,8000.0,9.02128943080212,136.0,27.0833333333333,3,0,1,0,0,8
"Lara, Jorge",2015.09.08,15000.0,9.6498980902245,123.0,24.6666666666667,27,0,19,0,0,10
"Cruz, Cristobal",2015.09.08,7500.0,8.95675090966455,139.0,38.3333333333333,40,17,24,0,0,6
"Pena, Fabiano",2015.09.08,12850.0,9.49519170046352,175.6,28.0,6,2,2,0,0,8
"Elbiali, Ahmed",2015.09.08,8000.0,9.02128943080212,176.0,24.9166666666667,11,0,10,0,0,8
"Henson, Shaun",2015.09.08,3500.0,8.19461085761766,145.0,23.6666666666667,2,1,2,0,0,4
"Lee, Maurice C.",2015.09.08,3500.0,8.19461085761766,141.6,23.5,4,0,2,0,0,4
"Mejia, Jose",2015.09.08,2000.0,7.63499506968223,142.6,32.4166666666667,1,3,1,0,0,5
"Holifield, Charvis B.",2015.09.08,3500.0,8.19461085761766,144.0,30.8223744292204,3,1,2,0,0,5
"Gallo, Javier",2015.09.08,7000.0,8.8877580381776,119.6,32.0833333333333,21,11,12,0,0,6
"Santiago, Alexis I.",2015.09.08,10000.0,9.24443298211633,119.0,25.0,18,3,8,0,0,6
"Hernandez, Joey",2015.09.08,65000.0,11.1162351590179,156.0,30.9166666666667,24,3,14,0,0,10
"Trout, Austin",2015.09.08,120000.0,11.7293396319043,156.0,30.0,29,2,16,0,0,10
"Watts, Kevin",2015.09.08,3500.0,8.19461085761766,139.8,23.4166666666667,8,0,2,0,0,6
"Avalos, Christopher",2015.09.11,37500.0,10.5661888220987,126.8,25.8333333333333,16,0,14,0,0,10
"Valdez, Oscar R.",2015.09.11,52000.0,10.8930916077037,126.8,24.7730593607307,26,3,19,0,0,10
"Hernandez, Angel",2015.09.11,5500.0,8.64659598136071,129.4,24.0,9,4,5,0,0,6
"De Leon, Erick",2015.09.11,4000.0,8.32814225024218,130.4,23.6666666666667,10,0,5,0,0,6
"Reed, Michael D.",2015.09.11,7500.0,8.95675090966455,140.0,22.6666666666667,15,0,8,0,0,8
"Mekhontsev, Egor L.",2015.09.11,12000.0,9.42675453891029,175.6,30.8333333333333,9,0,7,0,0,8
"Hart, Jesse",2015.09.11,30000.0,10.3430452707844,167.2,26.25,17,0,14,0,0,10
"Silva, Christian",2015.09.11,2500.0,7.85813862099644,127.2,25.1666666666667,4,4,1,0,0,6
"Torres, Alberto",2015.09.11,2000.0,7.63499506968223,126.0,29.25,4,0,1,0,0,6
"Davis, Gervonta",2015.09.12,25000.0,10.1607237139905,132.5,20.8333333333333,11,0,10,0,0,6
"Mayweather, Floyd",2015.09.12,32000000.0,17.3153390709042,146.0,38.5833333333333,48,0,26,2,1,12
"Berto, Andre",2015.09.12,4000000.0,15.2358975292243,145.0,32.0,30,3,23,2,1,12
"Jack, Badou",2015.09.12,500000.0,13.1564559875445,167.5,31.9166666666667,19,1,12,1,1,12
"Groves, George",2015.09.12,250000.0,12.4633088069845,168.0,27.5,21,2,16,1,1,12
"Gonzalez, Jhonny",2015.09.12,50000.0,10.8538708945504,129.0,34.0,58,9,49,0,0,10
"Oquendo, Jonathan",2015.09.12,50000.0,10.8538708945504,129.0,32.0833333333333,25,4,16,0,0,10
"Gavril, Ronald",2015.09.12,25000.0,10.1607237139905,168.0,29.1666666666667,13,1,9,0,0,10
"Sigmon, Scott C.",2015.09.12,17500.0,9.80404877005176,168.0,28.5,25,7,14,0,0,10
"Martinez, Roman",2015.09.12,300000.0,12.6456303637785,129.5,32.6666666666667,29,2,17,1,1,12
"Salido, Orlando",2015.09.12,150000.0,11.9524831832185,130.0,34.8333333333333,43,13,30,1,1,12
"Smith, Ishe O.",2015.09.12,150000.0,11.9524831832185,154.0,37.1666666666667,27,7,12,0,0,10
"Martirosyan, Vanes N.",2015.09.12,150000.0,11.9524831832185,154.0,29.3333333333333,35,2,21,0,0,10
"Pettis, Tra-Kwon",2015.09.12,2500.0,7.85813862099644,137.5,19.9166666666667,0,0,0,0,0,4
"Rakhmanov, Sanjarbek",2015.09.12,5000.0,8.55128580155639,143.5,26.0,1,0,1,0,0,6
"Sharipov, Farkhad",2015.09.12,4500.0,8.44592528589856,143.0,31.4166666666667,4,4,1,0,0,6
"Pearson, Christopher",2015.09.12,40000.0,10.6307273432362,156.0,24.8333333333333,12,0,9,0,0,10
"Theophane, Ashley",2015.09.12,25000.0,10.1607237139905,143.0,35.0833333333333,38,6,11,0,0,10
"Gonzalez, Carlos",2015.09.18,1700.0,7.47247614018446,133.6,27.3333333333333,1,7,0,0,0,4
"Esparza, Francisco",2015.09.18,2300.0,7.77475701205739,131.0,20.7554794520547,0,0,0,0,0,4
"Estrella, Jose",2015.09.18,5500.0,8.64659598136071,119.0,25.8278538812785,14,7,10,0,0,8
"Negrete, Oscar M.",2015.09.18,5000.0,8.55128580155639,119.8,28.1666666666667,10,0,3,0,0,8
"Duarte, Oscar",2015.09.18,2000.0,7.63499506968223,133.0,19.6666666666667,3,0,3,0,0,4
"Salinas, Alejandro",2015.09.18,1500.0,7.34731299723045,130.0,20.6666666666667,3,0,3,0,0,4
"Quintero, Marvin J.",2015.09.18,15000.0,9.6498980902245,134.8,28.7511415525082,27,6,23,0,0,10
"Fontanez, Jeffrey",2015.09.18,10000.0,9.24443298211633,134.6,23.25,16,1,12,0,0,10
"Morales, Carlos D.",2015.09.18,7500.0,8.95675090966455,130.0,25.6666666666667,11,1,5,0,0,8
"Tanajara, Hector F. Jnr",2015.09.18,4000.0,8.32814225024218,132.0,18.7977168949772,1,0,1,0,0,4
"Sandoval, Juan J.",2015.09.18,2500.0,7.85813862099644,122.8,28.6666666666667,7,16,4,0,0,6
"Sanchez, Emilio",2015.09.18,3500.0,8.19461085761766,122.0,21.3333333333333,8,0,5,0,0,6
"Ryskeldiev, Urmat",2015.09.19,1000.0,6.94184788912229,153.8,25.5,10,3,6,0,0,6
"Abreu-Mena, Yusmani",2015.09.19,2000.0,7.63499506968223,153.8,35.4166666666667,4,11,0,0,0,6
"Flores, Bryan",2015.09.19,1000.0,6.94184788912229,155.0,22.5833333333333,1,0,1,0,0,4
"Harris, Taif",2015.09.19,10000.0,9.24443298211633,153.8,32.9166666666667,1,3,0,0,0,4
"Felix, Jose Jnr.",2015.09.19,15000.0,9.6498980902245,134.6,23.3333333333333,31,1,25,0,0,10
"Jimenez, Marcos",2015.09.19,13500.0,9.54453757456667,135.6,31.5833333333333,20,5,13,0,0,10
"Duran, Pedro",2015.09.19,2000.0,7.63499506968223,131.0,21.8333333333333,11,0,8,0,0,6
"McCumby, Trevor",2015.09.19,8500.0,9.08191405261856,175.8,23.0,19,0,15,0,0,8
"Gvodzyk, Oleksandr",2015.09.19,7500.0,8.95675090966455,175.4,28.4166666666667,6,0,4,0,0,8
"Hernandez, Jose*",2015.09.19,3000.0,8.0404601777904,166.0,32.8333333333333,9,2,4,0,0,6
"Lopez, Gustavo",2015.09.19,1000.0,6.94184788912229,147.0,29.4166666666667,1,2,0,0,0,4
"Granados, Adrian",2015.09.19,1000.0,6.94184788912229,146.5,26.0833333333333,15,4,11,0,0,8
"Takahashi, Gaku",2015.09.19,3000.0,8.0404601777904,146.5,28.4166666666667,14,5,6,0,0,8
"Rin, Sopaun",2015.09.19,1035.0,6.97624931583962,131.5,28.9166666666667,1,2,0,0,0,4
"Johnson, Lucius III",2015.09.19,1100.0,7.03715806892661,164.5,23.5833333333333,1,0,0,0,0,4
"Rodriguez, Daniel",2015.09.19,900.0,6.83648737346446,169.0,28.7510415520001,1,0,0,0,0,4
"Mixon, Ronald",2015.09.19,1000.0,6.94184788912229,175.0,26.4166666666667,3,0,2,0,0,4
"Williams, Lamont R.",2015.09.19,1000.0,6.94184788912229,174.0,35.25,6,6,3,0,0,4
"Ituarte, Erick",2015.09.25,3000.0,8.0404601777904,128.0,20.8333333333333,11,1,2,0,0,6
"Reyes, Juan R.",2015.09.25,5500.0,8.64659598136071,129.9,26.0833333333333,12,2,2,0,0,8
"Haro, Jose",2015.09.25,5000.0,8.55128580155639,126.2,28.3333333333333,10,1,6,0,0,8
"Santillan, Giovanni",2015.09.25,5500.0,8.64659598136071,145.0,23.8223744292238,16,0,9,0,0,8
"Mendez, Manuel",2015.09.25,3000.0,8.0404601777904,135.0,25.0,7,1,4,0,0,6
"Villarraga, Cesar",2015.09.25,2010.0,7.63998261119327,134.6,30.0,8,0,4,0,0,6
"Najera, Edgar",2015.09.25,1300.0,7.20421215358978,246.0,23.7977168949772,0,4,0,0,0,4
"Ruiz, Erik",2015.09.25,7500.0,8.95675090966455,121.1,23.5,14,3,6,0,0,10
"Roman, Daniel",2015.09.25,6000.0,8.73360735835034,121.4,25.3333333333333,16,2,5,0,0,10
"Altamirano, Eric",2015.09.26,1500.0,7.34731299723045,137.8,26.0,4,0,3,0,0,4
"Lopez, Julian",2015.09.26,1500.0,7.34731299723045,124.6,25.3333333333333,2,0,0,0,0,4
"Brito, Edgar",2015.09.26,1500.0,7.34731299723045,125.4,21.25,3,1,2,0,0,4
"Vences, Andy",2015.09.26,7500.0,8.95675090966455,130.8,24.3333333333333,12,0,8,0,0,6
"Bustamante, Andres",2015.09.26,4000.0,8.32814225024218,133.4,21.8333333333333,6,6,1,0,0,6
"Falcao, Esquiva F.",2015.09.26,7500.0,8.95675090966455,160.2,25.8004566210013,10,0,7,0,0,8
"Ruiz, Andy Jnr.",2015.09.26,9000.0,9.13907246645851,247.6,26.0,24,0,17,0,0,8
"Godfrey, Joell",2015.09.26,18000.0,9.83221964701845,210.6,34.9166666666667,17,14,6,0,0,8
"Lopez, Joe L.",2015.09.26,3500.0,8.19461085761766,163.0,31.8004566210013,5,0,3,0,0,4
"Rojas, Alex",2015.09.26,1500.0,7.34731299723045,140.4,24.5,0,0,0,0,0,4
"Solorio, Gabriel",2015.09.26,1500.0,7.34731299723045,141.0,26.5,0,0,0,0,0,4
"Valdivia, Daniel",2015.09.26,6000.0,8.73360735835034,153.2,23.0833333333333,8,0,6,0,0,8
"Barthelemy, Leduan",2015.09.29,5000.0,8.55128580155639,125.0,26.0833333333333,6,0,3,0,0,6
"Gaxiola, Michael",2015.09.29,7500.0,8.95675090966455,126.2,21.6666666666667,4,3,0,0,0,6
"Hill, Thomas G. Jnr.",2015.09.29,2500.0,7.85813862099644,156.0,21.4166666666667,4,0,1,0,0,6
"Heraldez, Juan G.",2015.09.29,5000.0,8.55128580155639,142.8,25.1666666666667,8,0,6,0,0,6
"Chavez, Joaquin R.",2015.09.29,5000.0,8.55128580155639,141.6,27.8333333333333,9,16,2,0,0,6
"Dolton, Domonique",2015.09.29,25000.0,10.1607237139905,153.6,25.8333333333333,17,0,9,0,0,10
"Molina, Oscar",2015.09.29,25000.0,10.1607237139905,153.0,25.6666666666667,13,0,10,0,0,10
"Miller, Ladarius R.",2015.09.29,5000.0,8.55128580155639,137.0,22.1666666666667,8,0,1,0,0,6
"Hubbert, Rondale",2015.09.29,4000.0,8.32814225024218,136.8,27.1666666666667,10,2,6,0,0,6
"Fortuna, Javier",2015.09.29,60000.0,11.0361924513444,130.0,26.3333333333333,28,0,20,1,0,12
"Velasquez, Carlos I.",2015.09.29,50000.0,10.8538708945504,130.0,31.0833333333333,19,1,12,1,0,12
"Tabiti, Andrew",2015.09.29,15000.0,9.6498980902245,195.5,26.0,11,0,10,0,0,8
"Love, J'Leon",2015.09.29,30000.0,10.3430452707844,168.6,28.0,20,1,11,0,0,10
"Upshaw, Marcus",2015.09.29,30000.0,10.3430452707844,164.0,35.1666666666667,18,14,9,0,0,10
"Ochoa, Francisco",2015.10.02,1500.0,7.34731299723045,132.5,23.0833333333333,2,0,1,0,0,4
"Fonseca, Victor",2015.10.02,3000.0,8.0404601777904,159.5,22.75,9,6,7,0,0,6
"Gutierez, Jesus A.",2015.10.02,2500.0,7.85813862099644,156.75,21.4166666666665,17,1,7,0,0,6
"Franco, Joshua",2015.10.02,1500.0,7.34731299723045,114.5,20.0,1,0,0,0,0,4
"Gomez, Andrew L.",2015.10.02,1500.0,7.34731299723045,139.5,26.6666666666665,0,2,0,0,0,4
"Lopez, Abraham",2015.10.02,1200.0,7.12416944591624,139.5,19.5,1,1,0,0,0,4
"Rodriguez, Alejandro",2015.10.02,6000.0,8.73360735835034,141.0,27.5833333333333,24,18,14,0,0,8
"Ochoa, Zachary",2015.10.02,6000.0,8.73360735835034,141.75,22.9166666666665,12,0,5,0,0,8
"Teixeira, Patrick",2015.10.02,10000.0,9.24443298211633,156.0,24.9029680365295,25,0,21,0,0,10
"Mouton, Don A.",2015.10.02,10000.0,9.24443298211633,156.25,37.3333333333333,14,9,12,0,0,10
"Rodriguez, Adrian",2015.10.02,1700.0,7.47247614018446,119.5,28.5,1,7,0,0,0,4
"Rubio, Pablo Jnr.",2015.10.02,1500.0,7.34731299723045,121.75,18.9084474885842,2,0,2,0,0,4
"Hernandez, Juan",2015.10.03,2000.0,7.63499506968223,126.0,19.3333333333333,3,0,0,0,0,6
"Arce, Nicolas",2015.10.03,3000.0,8.0404601777904,128.6,19.25,4,0,4,0,0,6
"Rojas, Juan Carlos",2015.10.03,4000.0,8.32814225024218,165.2,28.0833333333333,7,13,6,0,0,6
"Mendoza, Miguel A.",2015.10.03,2500.0,7.85813862099644,134.2,31.75,22,6,21,0,0,10
"Gesta, Mercito M.",2015.10.03,15000.0,9.6498980902245,134.8,28.0,28,1,16,0,0,10
"Rodela, David",2015.10.03,7000.0,8.8877580381776,139.0,33.25,17,11,7,0,0,8
"Lopez, Marcelino",2015.10.03,8000.0,9.02128943080212,139.0,29.4166666666665,31,1,16,0,0,8
"Matthysse, Lucas",2015.10.03,500000.0,13.1564559875445,139.4,33.0833333333333,37,3,34,1,0,12
"Postol, Viktor",2015.10.03,90000.0,11.4416575594526,139.4,31.75,27,0,11,1,0,12
"Partida, Hugo",2015.10.03,8000.0,9.02128943080212,126.0,27.8372146118688,21,5,16,0,0,10
"Ramirez, Julian",2015.10.03,12000.0,9.42675453891029,126.0,22.5833333333333,14,0,8,0,0,10
"Ochoa, Alejandro",2015.10.03,2500.0,7.85813862099644,128.0,26.75,5,10,0,0,0,6
"Soto, Humberto",2015.10.03,100000.0,11.5470180751104,140.2,35.4166666666665,65,8,35,0,0,10
"Orozco, Antonio",2015.10.03,100000.0,11.5470180751104,140.6,28.0,22,0,15,0,0,10
"Mares, Adan",2015.10.15,3000.0,8.0404601777904,134.5,26.4166666666665,13,1,3,0,0,4
"Aguirre, Erick",2015.10.15,4000.0,8.32814225024218,134.5,24.5833333333333,6,8,4,0,0,4
"Lee, Timothy",2015.10.15,2000.0,7.63499506968223,150.0,20.0,2,0,1,0,0,4
"Angeles, Mario",2015.10.15,1300.0,7.20421215358978,147.5,36.9057077625569,1,7,0,0,0,4
"Gomez, Jose M.",2015.10.15,2000.0,7.63499506968223,125.5,19.4166666666665,3,0,0,0,0,4
"Silva, Christian",2015.10.15,2000.0,7.63499506968223,126.0,25.25,4,4,1,0,0,4
"Mcallister, Malcolm",2015.10.15,2500.0,7.85813862099644,160.5,24.8865296803651,5,0,5,0,0,6
"Medina, Emmanuel M.",2015.10.15,3000.0,8.0404601777904,146.0,27.1666666666665,8,0,6,0,0,4
"Teer, Jared",2015.10.15,2500.0,7.85813862099644,146.5,35.3333333333333,2,3,0,0,0,4
"Martinez, Ruben",2015.10.15,2000.0,7.63499506968223,136.0,20.3333333333333,1,0,0,0,0,4
"Escalante, Bruno",2015.10.17,1500.0,7.34731299723045,115.4,27.0,13,1,6,0,0,6
"Ramos, Nestor",2015.10.17,2000.0,7.63499506968223,115.8,23.75,7,3,3,0,0,6
"Chacon, Misael",2015.10.23,1200.0,7.12416944591624,133.5,25.4166666666665,1,11,0,0,0,4
"Mckinney, Matt",2015.10.23,1000.0,6.94184788912229,254.0,34.4166666666665,1,0,0,0,0,4
"Vargas, Adrian",2015.10.23,1000.0,6.94184788912229,152.5,25.8646118721429,12,0,7,0,0,6
"Spinks, Leon III",2015.10.23,3500.0,8.19461085761766,139.0,27.6666666666665,11,2,7,0,0,8
"Robles, Emmanuel",2015.10.23,2500.0,7.85813862099644,139.0,27.5833333333333,13,0,3,0,0,8
"Badillo, Arturo",2015.10.23,6000.0,8.73360735835034,126.75,28.3333333333333,21,8,19,0,0,8
"Romero, Jhonatan",2015.10.23,4000.0,8.32814225024218,127.0,28.8783105022799,27,1,14,0,0,8
"Delgado, Heriberto",2015.10.23,4000.0,8.32814225024218,122.0,21.75,11,3,6,0,0,8
"Zarate, Isaac",2015.10.23,5000.0,8.55128580155639,122.0,24.0833333333333,12,1,2,0,0,8
"Hernandez, Cesar",2015.10.23,1200.0,7.12416944591624,158.0,19.6666666666665,0,0,0,0,0,4
"Trejo, Miguel",2015.10.23,1200.0,7.12416944591624,156.5,29.5,2,0,2,0,0,4
"Mitchell, LaRon",2015.10.23,3000.0,8.0404601777904,242.0,35.4166666666665,9,0,9,0,0,6
"Vinson, Benjamin",2015.10.23,1500.0,7.34731299723045,139.5,28.6666666666665,1,4,1,0,0,4
"Papazian, Jared",2015.10.23,1500.0,7.34731299723045,139.75,27.6666666666665,1,0,1,0,0,4
"Padilla, Diego",2015.10.23,2000.0,7.63499506968223,147.0,24.8344748858447,1,1,0,0,0,4
"Baghdasanyan, Melsik",2015.10.23,1500.0,7.34731299723045,145.8,23.75,2,0,1,0,0,4
"Magdaleno, Marco",2015.10.23,1500.0,7.34731299723045,138.6,19.9166666666665,0,0,0,0,0,4
"Howard, Thomas",2015.10.23,5000.0,8.55128580155639,155.4,24.0,8,5,4,0,0,6
"Gibson, Keandre",2015.10.23,6000.0,8.73360735835034,151.0,25.5833333333333,13,0,5,0,0,6
"Tamayo, Ruben",2015.10.23,6000.0,8.73360735835034,125.6,26.8837899543346,26,6,18,0,0,10
"Diaz, Joseph Jnr.",2015.10.23,25000.0,10.1607237139905,125.6,22.9166666666665,17,0,10,0,0,10
"Fundora, Alberto",2015.10.23,2500.0,7.85813862099644,167.8,20.0,5,0,2,0,0,6
"Silva, Jorge",2015.10.23,10000.0,9.24443298211633,149.2,23.5833333333333,21,9,17,0,0,10
"Gomez, Frankie",2015.10.23,15000.0,9.6498980902245,150.0,23.6666666666665,18,0,13,0,0,10
"Ritter, Paulis",2015.10.23,1500.0,7.34731299723045,253.4,29.75,0,1,0,0,0,4
"Avila, Manuel",2015.10.24,8000.0,9.02128943080212,125.5,23.5,18,0,8,0,0,8
"Beranza, Jose Angel",2015.10.24,5500.0,8.64659598136071,124.0,39.5,36,33,28,0,0,8
"Ruiz, Cesar E.",2015.10.24,1500.0,7.34731299723045,178.5,24.5,2,1,1,0,0,4
"Bourland, Ryan",2015.10.24,1000.0,6.94184788912229,180.0,27.3333333333333,7,1,3,0,0,4
"Hernandez, Ruben G.",2015.10.24,3000.0,8.0404601777904,126.5,22.5,14,0,5,0,0,8
"Rivera, Rafael",2015.10.24,4500.0,8.44592528589856,127.0,21.5,19,0,14,0,0,8
"Peterson, Percy",2015.10.24,1000.0,6.94184788912229,124.0,24.1666666666665,1,9,0,0,0,4
"Moreno, Pedro",2015.10.24,1000.0,6.94184788912229,131.0,18.1666666666665,0,0,0,0,0,4
"Torres, Alberto",2015.10.24,1800.0,7.52963455402441,135.0,29.3333333333333,5,0,2,0,0,6
"Silva, Luis A.",2015.10.24,1800.0,7.52963455402441,134.0,29.4166666666665,2,6,0,0,0,6
"Williams, Derek",2015.10.24,1500.0,7.34731299723045,259.5,35.1666666666665,0,3,0,0,0,4
"Vigney, Xavier",2015.10.24,1800.0,7.52963455402441,250.0,25.5833333333333,2,0,1,0,0,4
"Gallimore, Nathaniel",2015.10.24,1000.0,6.94184788912229,153.6,27.4166666666665,9,0,8,0,0,8
"Ryskeldiev, Urmat",2015.10.24,3000.0,8.0404601777904,154.0,25.5833333333333,11,3,7,0,0,8
"Hovhannisyan, Azat",2015.10.24,2500.0,7.85813862099644,122.0,27.1666666666665,7,2,6,0,0,8
"Serrano, Jesus",2015.10.24,4000.0,8.32814225024218,122.0,23.9166666666665,8,3,6,0,0,8
"Johnson, David",2015.10.24,1000.0,6.94184788912229,241.0,36.6666666666665,5,23,0,0,0,4
"Umarzoda, Azamat",2015.10.24,1500.0,7.34731299723045,162.0,35.25,1,7,0,0,0,4
"Nichols, Jeremy R.",2015.11.06,1000.0,6.94184788912229,147.0,25.5833333333335,1,0,1,0,0,4
"Freeman, Isaac N.",2015.11.06,1500.0,7.34731299723045,144.4,26.9972602739695,2,2,2,0,0,4
"Papazov, Fedor",2015.11.06,7000.0,8.8877580381776,134.6,30.3333333333335,16,1,10,0,0,8
"Gonzalez, Miguel A.",2015.11.06,7500.0,8.95675090966455,136.0,30.0,23,4,16,0,0,8
"Shelestyuk, Taras",2015.11.06,12500.0,9.46757653343054,145.8,29.9999999999968,12,0,8,0,0,10
"Whitaker, Benjamin",2015.11.06,5000.0,8.55128580155639,146.2,31.5,10,1,2,0,0,8
"Allen, Damon",2015.11.06,2500.0,7.85813862099644,136.4,23.1666666666667,7,0,3,0,0,6
"Santana, Oscar",2015.11.06,2500.0,7.85813862099644,136.2,24.75,4,2,2,0,0,6
"Tanajara, Hector F. Jnr",2015.11.06,4300.0,8.40046291182181,134.4,18.9643835616439,2,0,1,0,0,4
"Alvarado, Ricardo",2015.11.06,1200.0,7.12416944591624,138.2,25.8333333333335,7,7,6,0,0,4
"Valenzuela, Paul Jnr.",2015.11.06,4000.0,8.32814225024218,162.2,29.0,15,1,10,0,0,6
"Honorio, Martin",2015.11.06,10000.0,9.24443298211633,139.2,35.8333333333335,32,9,16,0,0,10
"Huerta, Miguel A.",2015.11.06,10000.0,9.24443298211633,139.4,37.0833333333335,28,13,18,0,0,10
"Navarro, Jonathan",2015.11.06,6500.0,8.81365006602388,144.6,19.25,2,0,1,0,0,6
"Henson, Shaun",2015.11.06,2000.0,7.63499506968223,150.8,23.8333333333335,2,2,2,0,0,6
"Gonzalez, Joet",2015.11.06,5000.0,8.55128580155639,123.0,22.0833333333335,11,0,5,0,0,8
"Marriaga, Miguel",2015.11.07,7500.0,8.95675090966455,126.8,29.0833333333335,20,1,18,0,0,8
"Bradley, Timothy",2015.11.07,1900000.0,14.4914570542768,146.0,32.25,32,1,12,1,0,12
"Rios, Brandon L.",2015.11.07,800000.0,13.6264596167902,147.0,29.5833333333335,33,2,24,1,0,12
"Kavaliauskas, Egidijus",2015.11.07,6000.0,8.73360735835034,142.4,27.4166666666667,9,0,8,0,0,8
"Giuriceo, Jacob M.",2015.11.07,12500.0,9.46757653343054,146.8,30.75,17,4,4,0,0,8
"Lomachenko, Vasyl",2015.11.07,750000.0,13.5619210956526,125.6,27.75,4,1,2,1,0,12
"Murata, Ryota",2015.11.07,25000.0,10.1607237139905,161.2,29.8333333333335,7,0,5,0,0,10
"Reed, Michael D.",2015.11.07,8500.0,9.08191405261856,140.6,22.8333333333335,16,0,9,0,0,8
"Hubbert, Rondale",2015.11.07,11000.0,9.33974316192066,142.2,27.3333333333335,10,3,6,0,0,8
"Fiel, Adam",2015.11.07,1200.0,7.12416944591624,127.0,26.6666666666667,7,0,3,0,0,6
"Alcantara, Jonathan G.",2015.11.07,1486.0,7.33793583541786,128.0,27.6666666666667,7,14,1,0,0,6
"Bautista, Julian",2015.11.07,2500.0,7.85813862099644,139.0,25.5,2,0,1,0,0,6
"Walters, William",2015.11.07,836.0,6.76272122322485,141.0,34.5,2,8,1,0,0,4
"Benitez, Moises",2015.11.07,1075.0,7.01416855070191,139.0,24.5,3,0,2,0,0,4
"Rojas, Juan Carlos",2015.11.07,1800.0,7.52963455402441,160.0,28.1666666666667,7,14,6,0,0,6
"Garcia, Luis",2015.11.07,930.0,6.86927719628745,140.0,29.0833333333335,3,0,2,0,0,4
"Zamudio, Jonathan",2015.11.07,1000.0,6.94184788912229,138.0,31.0,1,2,0,0,0,4
"Torres, Victor",2015.11.07,1400.0,7.2783201257435,115.0,21.4166666666667,1,2,1,0,0,4
"Lugo, Luis A.",2015.11.07,2000.0,7.63499506968223,149.0,28.0833333333335,14,23,5,0,0,6
"Benavidez, David",2015.11.14,10000.0,9.24443298211633,171.2,18.9534246575342,11,0,10,0,0,8
"Romero, Felipe",2015.11.14,8000.0,9.02128943080212,173.4,31.5833333333335,19,9,13,0,0,8
"Galarza, Frank",2015.11.14,50000.0,10.8538708945504,154.5,30.25,17,0,11,0,0,10
"Derevyanchenko, Sergiy",2015.11.14,20000.0,9.93758016267628,164.8,30.0833333333335,6,0,4,0,0,8
"Nicklow, Jessie",2015.11.14,18500.0,9.85961862120657,165.5,28.75,25,7,8,0,0,8
"Hawthorne, Marquis D.",2015.11.14,4000.0,8.32814225024218,140.0,24.4166666666667,1,0,0,0,0,6
"Pettis, Tra-Kwon",2015.11.14,2500.0,7.85813862099644,138.8,20.0833333333335,1,0,1,0,0,6
"Holifield, Charvis B.",2015.11.14,4000.0,8.32814225024218,142.8,30.9890410958872,4,1,3,0,0,4
"Victorian, Dwain",2015.11.14,4000.0,8.32814225024218,140.5,24.0833333333335,5,3,3,0,0,4
"Rakhmanov, Sanjarbek",2015.11.14,5000.0,8.55128580155639,143.5,26.1666666666667,2,0,1,0,0,6
"Stiverne, Bermane",2015.11.14,50000.0,10.8538708945504,254.5,37.0,24,2,21,0,0,10
"Rossy, Derrick",2015.11.14,50000.0,10.8538708945504,230.8,35.3333333333335,30,10,14,0,0,10
"Barron, Sylvester",2015.11.14,2000.0,7.63499506968223,232.0,41.0833333333335,8,6,3,0,0,4
"Gibson, Avery B.",2015.11.14,2000.0,7.63499506968223,233.5,32.9287671232871,5,5,2,0,0,4
"Hernandez, Jose*",2015.11.14,2000.0,7.63499506968223,168.5,33.0,10,2,4,0,0,6
"Martinez, Ernesto",2015.11.14,2000.0,7.63499506968223,167.5,39.5833333333335,11,9,5,0,0,6
"Funez, Juan",2015.11.14,1200.0,7.12416944591624,130.5,22.0833333333335,6,0,2,0,0,4
"Romero, Manuel",2015.11.14,1500.0,7.34731299723045,131.0,31.0833333333335,2,3,1,0,0,4
"Ramos, Casey A.",2015.11.20,13000.0,9.50679724658382,132.0,26.3333333333335,20,0,5,0,0,8
"Aguelo, Adones",2015.11.20,6000.0,8.73360735835034,132.0,27.5,24,12,16,0,0,8
"Gvozdyk, Oleksandr",2015.11.20,7500.0,8.95675090966455,174.5,28.5833333333335,7,0,5,0,0,8
